r_outer,t,C11,C12,C22,C66,E_eff_x,E_eff_y,nu_eff_xy,nu_eff_yx
0.23400000000000007,0.004,1160337.3380102315,-1071880.7127568584,1160337.3308258292,48628.731166108846,861964.8796647436,861964.8743277589,-0.923766463666204,-0.9237664579465656
0.23400000000000007,0.006,3531667.365705628,-3293962.2764158384,3531667.364827924,160563.6864217163,2623524.3288098956,2623524.328157887,-0.9326932398052534,-0.9326932395734568
0.23400000000000007,0.008,7960374.0882413685,-7440709.272960614,7960374.094742781,388425.7719319557,5913420.751265017,5913420.756094637,-0.9347185426718368,-0.934718543435242
0.23400000000000007,0.01,15354762.61192029,-14366390.793691048,15354762.608000673,787968.247178255,11406395.083140787,11406395.080229072,-0.9356309283613001,-0.9356309281224613
0.23400000000000007,0.012,27036983.526349917,-25328923.800086588,27036983.524232693,1453075.3979305096,20084616.33385994,20084616.332287148,-0.9368250632466005,-0.9368250631732392
0.23400000000000007,0.014,42536160.97321588,-39802469.92271037,42536160.96515862,2395861.6247641235,31598291.008674655,31598291.00268926,-0.9357325395517612,-0.9357325393745134
0.23400000000000007,0.016,63446882.00229551,-59300569.32797353,63446881.992985785,3745944.148367858,47131969.48741952,47131969.48050374,-0.9346490712424507,-0.9346490711053071
0.23400000000000007,0.018000000000000002,90508248.10483123,-84477379.48097086,90508248.10014136,5601839.534590632,67234698.59216034,67234698.58867645,-0.9333666406569073,-0.933366640608543
0.23400000000000007,0.02,124482350.03394862,-116005994.132772,124482350.0239515,8102548.310401671,92472602.88236184,92472602.87493542,-0.9319071668429414,-0.9319071667681004
0.23400000000000007,0.022000000000000002,167330707.03613693,-155801690.18054584,167330707.02428237,11303202.251620848,124302810.94113031,124302810.93232407,-0.9311004115815785,-0.9311004115156146
0.23400000000000007,0.024,216486607.46080035,-201172034.0562225,216486607.4557372,15267008.419044761,160818622.685166,160818622.6814048,-0.9292585644003594,-0.9292585643786261
0.23400000000000007,0.026,275024171.98127514,-255073519.170637,275024171.9778386,20243469.392721217,204303670.61466157,204303670.61210868,-0.9274585478660793,-0.9274585478544902
0.23400000000000007,0.028,345697935.15553313,-320113598.2090411,345697935.1469983,26588145.96871944,256804180.4012532,256804180.39491305,-0.9259922194007952,-0.9259922193779336
0.23400000000000007,0.030000000000000002,422557290.00565976,-390448458.73569167,422557290.00179356,33577468.79403012,313899701.1470616,313899701.14418954,-0.9240130698822742,-0.9240130698738199
0.23400000000000007,0.032,513022231.29437435,-473249138.82703525,513022231.2899765,42095437.34732688,381102228.9615353,381102228.9582683,-0.9224729650351932,-0.9224729650272853
0.23400000000000007,0.034,612811695.2658005,-563782940.6392583,612811695.2644123,52826169.82221833,455231545.05459476,455231545.0535635,-0.9199937680627989,-0.9199937680607148
0.23400000000000007,0.036000000000000004,725864329.0808631,-666321194.8077519,725864329.0710701,64965497.76248195,539213501.602927,539213501.5956521,-0.917969334104737,-0.9179693340923522
