r_outer,t,C11,C12,C22,C66,E_eff_x,E_eff_y,nu_eff_xy,nu_eff_yx
0.19600000000000004,0.004,1800168.0213515353,-1671189.1302279478,1800168.0212631223,57028.3381513913,1337267.673003998,1337267.6729383196,-0.928351748552519,-0.9283517485069241
0.19600000000000004,0.006,5539971.566532046,-5198108.710095824,5539971.563750991,182688.80901077544,4115407.4494238063,4115407.44735788,-0.9382915869294284,-0.9382915864584078
0.19600000000000004,0.008,13005869.660549063,-12259266.42424554,13005869.662422862,447408.20710710593,9661503.176407877,9661503.177799841,-0.9425949007981803,-0.942594900933983
0.19600000000000004,0.01,25253821.69831099,-23835902.915685892,25253821.68529552,909367.2574078775,18759981.833031025,18759981.82336239,-0.9438532992242028,-0.9438532987377538
0.19600000000000004,0.012,42924623.544486366,-40495258.58220043,42924623.53168628,1605283.2249923542,31886863.20447559,31886863.194966957,-0.9434039311330819,-0.9434039308517597
0.19600000000000004,0.014,68655369.8397799,-64754971.77298732,68655369.83343065,2685951.9742434286,51001131.88097936,51001131.87626277,-0.9431887400809821,-0.943188739993756
0.19600000000000004,0.016,102583390.22732484,-96689803.16321625,102583390.21813263,4152561.5182994287,76204804.1688699,76204804.1620414,-0.9425483302668756,-0.9425483301824165
0.19600000000000004,0.018000000000000002,147569251.16547886,-138977540.7149719,147569251.16221377,6270164.946668603,109622872.29435575,109622872.29193024,-0.9417784505947141,-0.9417784505738765
0.19600000000000004,0.02,203036236.3305061,-191007015.79131597,203036236.32893333,8968892.118586225,150826918.4169474,150826918.41577905,-0.9407533317445407,-0.9407533317372534
0.19600000000000004,0.022000000000000002,268840260.0293077,-252469718.40454957,268840260.02904123,12408676.564482307,199709907.45034292,199709907.45014495,-0.9391068078020633,-0.9391068078011325
0.19600000000000004,0.024,349268659.13241285,-327630221.92944574,349268659.1339286,16605766.782677047,259456718.21264958,259456718.21377555,-0.9380464389271598,-0.9380464389312307
0.19600000000000004,0.026,442625241.02250355,-414386336.2631661,442625241.02277285,22076551.28822445,328807321.90243125,328807321.90263134,-0.9362013230552438,-0.9362013230558134
0.19600000000000004,0.028,552782630.402622,-516783038.6512702,552782630.4036646,28474983.383216474,410638525.4419479,410638525.4427223,-0.9348756820992983,-0.9348756821010615
0.19600000000000004,0.030000000000000002,676572893.9594706,-631336487.0851216,676572893.9579656,36176458.84305941,502597006.9413211,502597006.9402031,-0.9331389015480505,-0.9331389015459747
0.19600000000000004,0.032,821710045.1908435,-765229007.1956722,821710045.1988688,46248095.89781415,610413176.4274838,610413176.4334455,-0.9312640287979841,-0.9312640288070794
0.19600000000000004,0.034,972305380.7568693,-903442734.3322268,972305380.7642102,56221357.2167883,722283997.1336744,722283997.1391276,-0.9291759072876271,-0.9291759072946424
0.19600000000000004,0.036000000000000004,1147821239.7232957,-1064138679.9030067,1147821239.7291675,69141813.6612326,852667206.6515913,852667206.6559532,-0.9270944316678562,-0.9270944316725989
0.19600000000000004,0.038000000000000006,1337964682.092008,-1237166053.2668843,1337964682.0954947,84231083.01127984,993916620.9826348,993916620.9852248,-0.9246627133156149,-0.9246627133180245
0.19600000000000004,0.04000000000000001,1548635496.7401724,-1428202359.3181176,1548635496.7479527,101655976.0700783,1150414940.4355567,1150414940.4413366,-0.9222327412210698,-0.9222327412257031
0.19600000000000004,0.041999999999999996,1772438721.7899141,-1630511831.1361194,1772438721.7985578,120190927.40902348,1316668764.758222,1316668764.7646432,-0.9199256431734801,-0.9199256431779663
0.19600000000000004,0.044,2019716322.0915215,-1852563562.5833013,2019716322.0986547,143201780.1841965,1500360696.4108448,1500360696.416144,-0.9172394867108526,-0.9172394867140922
0.19600000000000004,0.046,2273042177.8817477,-2078351362.2813563,2273042177.8905663,166817724.72335035,1688545617.855013,1688545617.8615637,-0.9143479089376655,-0.9143479089412129
0.19600000000000004,0.048,2548395465.7569423,-2323054958.8403487,2548395465.764633,193525438.63760668,1893093774.5623004,1893093774.5680137,-0.9115755345072896,-0.9115755345100407
0.19600000000000004,0.05,2848267024.6390996,-2586916650.2948775,2848267024.650154,226815300.02331114,2115855504.0176172,2115855504.025829,-0.9082423199463268,-0.9082423199498518
0.19600000000000004,0.052000000000000005,3164929447.622674,-2865257121.155089,3164929447.6396,260788338.84563363,2351090446.805415,2351090446.817989,-0.9053146898083285,-0.9053146898131701
