r_outer,t,C11,C12,C22,C66,E_eff_x,E_eff_y,nu_eff_xy,nu_eff_yx
0.3240000000000002,0.004,31334720.056810793,-9014811.499282379,53436135.93038087,185467.51694785283,23277220.613630876,39695415.26256866,-0.16870253326376933,-0.287694017464916
0.3240000000000002,0.006,102540955.77438843,-25481322.03290905,160263188.68630958,571441.6835629514,76173281.43240285,119052654.45268713,-0.1589967243368956,-0.2484989713668487
0.3240000000000002,0.008,228053615.2237817,-49540382.57147308,334276331.9546914,1278855.0954765931,169411257.0233807,248319560.88062796,-0.14820188519415695,-0.21723129678457712
0.3240000000000002,0.01,415262140.1908316,-77952267.86791125,580362042.0120164,2329739.7863334306,308480446.9989035,431126088.3517837,-0.13431662001474803,-0.1877182153713524
0.3240000000000002,0.012,673741147.5115767,-108979139.70546995,896204520.1432416,3844565.123720801,500493423.86574274,665751929.2492653,-0.12160074765975479,-0.16175223987428702
0.3240000000000002,0.014,990599217.3295925,-137916095.46386403,1262754585.7832806,5684337.795232565,735873704.3019831,938046263.7247229,-0.10921844752463547,-0.13922491866655345
0.3240000000000002,0.016,1386207793.445853,-165990689.67089608,1709136341.4818249,8180199.954558119,1029754360.8454909,1269644139.3864987,-0.09711963033152861,-0.11974444989829
0.3240000000000002,0.018000000000000002,1865912908.8091595,-186099222.87227556,2280903605.9875402,11693898.20875832,1386106732.258233,1694385535.876459,-0.08159013050080301,-0.09973628565067678
0.3240000000000002,0.02,2414040825.4131503,-201893167.73673314,2967641368.1956973,15846611.78908164,1793287470.306912,2204533587.8025184,-0.0680315249343901,-0.08363287215831579
0.3240000000000002,0.022000000000000002,3038349383.47559,-208562056.62501216,3701674008.054086,20343263.034038603,2257059542.010439,2749814977.4116073,-0.05634263205544944,-0.06864321060616027
0.3240000000000002,0.024,3688321401.125222,-206447972.79529846,4508777661.326132,25401461.119084813,2739895897.9787364,3349377691.2708416,-0.04578801358206196,-0.05597342268824943
0.3240000000000002,0.026,4433783024.343884,-195271736.4476096,5375143339.002631,30617560.865944967,3293667389.5126004,3992963623.2590976,-0.03632865658310847,-0.044041789003986295
0.3240000000000002,0.028,5257414245.021899,-173869392.4614961,6257065187.85852,35931196.921962276,3905507724.8734117,4648105568.123472,-0.02778769075298749,-0.033071275033373725
0.3240000000000002,0.030000000000000002,6086880996.647686,-125647748.30647685,7192818812.532698,40986283.41065744,4521683026.081139,5343236832.167148,-0.017468499010088984,-0.020642386203324266
0.3240000000000002,0.032,7020511339.171555,-56346799.61938485,8164509244.953087,45880096.88920381,5215236994.813156,6065064010.536579,-0.0069014312959735785,-0.008026025014017564
0.3240000000000002,0.034,7960617294.320672,29385612.870005623,9164131646.74994,50479849.67115615,5913601418.638215,6807640651.871386,0.0032065899970377693,0.003691373643972327
