r_outer,t,C11,C12,C22,C66,E_eff_x,E_eff_y,nu_eff_xy,nu_eff_yx
0.3480000000000002,0.004,23718435.3713207,-479574.81629176013,153955844.97585574,429532.32643319777,17619409.132981095,114367199.12492141,-0.003115015323822034,-0.020219496302510794
0.3480000000000002,0.006,82735068.30265068,-1992671.6335476441,423259864.4905942,1303485.1225771059,61460336.45339766,314421613.6215843,-0.004707915398370888,-0.024084969945976375
0.3480000000000002,0.008,186408258.425846,-3071878.6134810704,812342935.2100952,2887318.029662415,138474706.2591999,603454751.8703564,-0.0037815046827318005,-0.016479305366736616
0.3480000000000002,0.01,344438098.15640765,-2106411.7835078994,1304120947.2051306,5368437.269879967,255868301.48761716,968775560.7809545,-0.0016151966487634166,-0.006115501725222592
0.3480000000000002,0.012,571551164.5549688,3168679.620165901,1872901372.3091285,8855978.095583467,424580865.0979769,1391298162.2867815,0.0016918561046592579,0.005543999936791579
