r_outer,t,C11,C12,C22,C66,E_eff_x,E_eff_y,nu_eff_xy,nu_eff_yx
0.3440000000000002,0.004,27249589.664405193,-1439182.738113143,130863718.61175212,392695.23786657804,20242552.322129577,97213048.1115873,-0.01099756871790359,-0.052814840731090974
0.3440000000000002,0.006,88932644.94107606,-4280515.029417776,364865927.2780268,1191918.4922745812,66064250.52765651,271043260.2636771,-0.01173174777198649,-0.04813210078541922
0.3440000000000002,0.008,204542376.25241527,-8065033.256526295,714050381.8871013,2615875.167735463,151945765.21607995,530437426.5447039,-0.011294767793852198,-0.03942964487013513
0.3440000000000002,0.01,370981167.368868,-11476034.932968078,1147721914.4025042,4751395.760809767,275586010.0454448,852593422.1275747,-0.00999896820733132,-0.030934278994160944
0.3440000000000002,0.012,613544306.5787647,-9320766.404819764,1680877927.931681,7905729.816988035,455775770.6013681,1248652175.0349631,-0.005545177463475269,-0.015191676142826691
0.3440000000000002,0.014,931019957.450372,-2150623.6043477897,2280896923.6682186,12133350.624103656,691614825.5345622,1694380571.86782,-0.0009428850475579936,-0.0023099650948808243
0.3440000000000002,0.016,1298451113.3045206,10545150.140561044,2911312955.346106,17232067.97371451,964563684.1690725,2162689623.971393,0.003622128676065814,0.008121330123645503
