r_outer,t,C11,C12,C22,C66,E_eff_x,E_eff_y,nu_eff_xy,nu_eff_yx
0.24200000000000008,0.004,1053779.6489885447,-971964.845919462,1053779.6395329111,46039.1894634911,782807.7392486334,782807.7322244484,-0.9223606240392787,-0.9223606157628765
0.24200000000000008,0.006,3171988.0142921642,-2951453.497063278,3171988.0011443743,152031.24834123102,2356333.9534741794,2356333.94370725,-0.9304743574056609,-0.9304743535488741
0.24200000000000008,0.008,7186748.986780823,-6704888.727842254,7186748.979378023,367623.8084365439,5338727.81875147,5338727.813252246,-0.9329515678203816,-0.9329515668593832
0.24200000000000008,0.01,14104321.829540337,-13185054.915240865,14104321.80977556,761761.3627556723,10477496.216229966,10477496.201547561,-0.9348237436061931,-0.9348237422961987
0.24200000000000008,0.012,24315647.842930455,-22727076.844880965,24315647.829800736,1389627.5232339506,18063052.68331977,18063052.673566267,-0.9346687780626246,-0.9346687775579317
0.24200000000000008,0.014,38651462.75951763,-36093349.22144993,38651462.74652045,2337493.3815208892,28712515.19278453,28712515.183129482,-0.9338158676724125,-0.9338158673584018
0.24200000000000008,0.016,57564336.899036705,-53681099.835272245,57564336.892046995,3642711.67931881,42762078.83928442,42762078.83409206,-0.932540922619205,-0.9325409225059719
0.24200000000000008,0.018000000000000002,82060679.90269755,-76420315.87446845,82060679.89689213,5436334.512572218,60959362.213432476,60959362.209119886,-0.9312659360181915,-0.9312659359523088
0.24200000000000008,0.02,114585837.06991772,-106631328.7696282,114585837.06461206,7979080.8011974925,85120907.5376532,85120907.53371184,-0.9305803535693637,-0.9305803535262751
0.24200000000000008,0.022000000000000002,151905673.56076005,-141096541.6057316,151905673.55116457,11025124.628112825,112844214.64513607,112844214.63800797,-0.9288431321046593,-0.9288431320459868
0.24200000000000008,0.024,197143365.8824148,-182795043.6835532,197143365.8747771,14878367.935057854,146449357.512651,146449357.50697732,-0.927218843365301,-0.927218843329379
0.24200000000000008,0.026,250895540.82263643,-232206846.99448305,250895540.8195038,19728513.089889146,186379544.6111014,186379544.60877427,-0.9255120526894276,-0.925512052677872
0.24200000000000008,0.028,313439288.7012739,-289495255.6991229,313439288.6911821,25753216.671992414,232840614.46380353,232840614.4563067,-0.9236087055581275,-0.9236087055283899
0.24200000000000008,0.030000000000000002,387413968.1907591,-357346734.8050444,387413968.18405366,32819066.462589476,287793233.51313543,287793233.50815415,-0.9223899088617145,-0.9223899088457496
0.24200000000000008,0.032,467893106.84635943,-430416647.5690057,467893106.8437705,41449419.094644316,347577736.51443845,347577736.5125153,-0.9199038012601495,-0.9199038012550594
0.24200000000000008,0.034,559410909.0034653,-513495511.09469634,559410908.9961898,51373248.06939862,415562389.54543144,415562389.5400268,-0.9179218760966168,-0.9179218760846787
0.24200000000000008,0.036000000000000004,664898999.1961586,-609196860.4599355,664898999.1869557,63183682.10424199,493924970.8314322,493924970.82459575,-0.9162246614972602,-0.9162246614845786
0.24200000000000008,0.038000000000000006,776813731.6358466,-709872260.0597965,776813731.6304929,76501980.14970168,577061629.2152004,577061629.2112234,-0.9138255815455403,-0.9138255815392423
0.24200000000000008,0.04000000000000001,904735913.8296545,-824867479.6320895,904735913.8295127,92467597.89371915,672089535.9877435,672089535.9876381,-0.9117218262516398,-0.9117218262514969
