r_outer,t,C11,C12,C22,C66,E_eff_x,E_eff_y,nu_eff_xy,nu_eff_yx
0.23000000000000007,0.004,1128960.58956382,-1037996.6705221441,1128960.5853153835,46096.73713051295,838656.437961695,838656.4348057136,-0.9194268462722036,-0.9194268428122718
0.23000000000000007,0.006,3560412.7380567566,-3314273.0571005912,3560412.7388807214,158745.3287867105,2644878.0339850197,2644878.0345971077,-0.9308676550074617,-0.9308676552228868
0.23000000000000007,0.008,8469073.422624005,-7931584.017787469,8469073.421188269,395956.42453577544,6291311.685377833,6291311.684311287,-0.9365350402966058,-0.9365350401378378
0.23000000000000007,0.01,16116386.136217477,-15096945.252600886,16116386.134486534,794639.9453549847,11972172.558332985,11972172.55704714,-0.9367450696838168,-0.9367450695832078
0.23000000000000007,0.012,27740007.64598416,-25979075.725914735,27740007.64517282,1446878.8943335235,20606862.822731093,20606862.822128385,-0.9365201357626693,-0.9365201357352779
0.23000000000000007,0.014,44042357.17812179,-41219202.052899845,44042357.17077491,2398580.8072406403,32717179.61803334,32717179.61257565,-0.9358990912559871,-0.935899091099866
0.23000000000000007,0.016,66049935.49242037,-61741930.970303796,66049935.48175903,3817911.4024766744,49065666.36579799,49065666.35787814,-0.9347765523155588,-0.9347765521646734
0.23000000000000007,0.018000000000000002,95196824.2984514,-88960479.8759351,95196824.29308075,5682070.673423885,70717640.90742104,70717640.90343143,-0.9344899951920042,-0.9344899951392838
0.23000000000000007,0.02,130306050.63123316,-121555445.25376152,130306050.63438833,8174043.4298594035,96798780.46891607,96798780.47125992,-0.932845747852652,-0.9328457478752394
0.23000000000000007,0.022000000000000002,173412653.3603099,-161488658.65530252,173412653.36151573,11341986.65101198,128820828.21051595,128820828.21141171,-0.9312391888649838,-0.9312391888714593
0.23000000000000007,0.024,226992611.36401913,-211139430.5621497,226992611.36383533,15451258.53373906,168623082.7275571,168623082.72742057,-0.9301599258828943,-0.9301599258821411
0.23000000000000007,0.026,287481011.98223513,-266831181.2335742,287481011.9858855,20425330.549603153,213557323.18680325,213557323.18951496,-0.9281697576835957,-0.9281697576953813
0.23000000000000007,0.028,359825582.209843,-333540866.5890512,359825582.2062503,26334498.842138194,267299003.92731196,267299003.92464316,-0.9269515095173726,-0.9269515095081176
0.23000000000000007,0.030000000000000002,440768544.705148,-407564132.8084772,440768544.7112473,33801185.44188272,327428061.7809671,327428061.785498,-0.9246670110624099,-0.9246670110752053
0.23000000000000007,0.032,534522567.3619108,-493388349.0406339,534522567.3598629,42422551.64400712,397073907.18313384,397073907.18161255,-0.9230449361148568,-0.9230449361113203
0.23000000000000007,0.034,640484900.630341,-589735656.3194573,640484900.6340886,53265527.46542536,475788783.3253963,475788783.32818025,-0.9207643392304973,-0.9207643392358847
0.23000000000000007,0.036000000000000004,757234343.2091229,-695710528.6795838,757234343.2169863,65419805.52761963,562516940.6696342,562516940.6754756,-0.9187519489989999,-0.9187519490085406
0.23000000000000007,0.038000000000000006,888020074.0303358,-813960522.8219879,888020074.0416012,79459247.27520129,659672054.9939638,659672055.0023323,-0.9166014897810251,-0.9166014897926531
0.23000000000000007,0.04000000000000001,1028964300.6972682,-940654290.914824,1028964300.7034454,95976056.45683847,764373480.5179709,764373480.5225595,-0.9141758273554789,-0.914175827360967
0.23000000000000007,0.041999999999999996,1188141379.8834438,-1083386891.5114186,1188141379.8857982,115154228.3594809,882619310.7705585,882619310.7723073,-0.911833313654602,-0.9118333136564087
0.23000000000000007,0.044,1356872662.4021873,-1234459772.434334,1356872662.404511,135137257.2921343,1007962549.2130536,1007962549.2147797,-0.9097830670762802,-0.9097830670778382
0.23000000000000007,0.046,1535628898.942908,-1392326205.2458196,1535628898.9490783,159719748.35591638,1140752896.357589,1140752896.3621726,-0.906681429477311,-0.9066814294809542
0.23000000000000007,0.048,1733340845.9662287,-1566530669.8771677,1733340845.9810965,187824355.2162762,1287624628.4320557,1287624628.4431005,-0.9037637770489901,-0.9037637770567423
0.23000000000000007,0.05,1942349826.8235626,-1750481344.6721408,1942349826.8289032,216944700.1809651,1442888442.7832181,1442888442.7871854,-0.9012183698803585,-0.9012183698828364
0.23000000000000007,0.052000000000000005,2168241669.7813473,-1948629988.6422584,2168241669.7908525,249274889.46352667,1610693811.8375726,1610693811.8446333,-0.8987143895404529,-0.8987143895443928
0.23000000000000007,0.054000000000000006,2411184117.8938127,-2158779255.744141,2411184117.9105906,290159833.6267727,1791165344.7211182,1791165344.733582,-0.8953191254489637,-0.8953191254551938
0.23000000000000007,0.05600000000000001,2656058825.0832777,-2369554718.243521,2656058825.1023574,329853285.7928032,1973072270.0618637,1973072270.0760372,-0.8921318669032885,-0.8921318669096971
0.23000000000000007,0.057999999999999996,2927775067.601789,-2601065691.930556,2927775067.6184807,380437611.0662136,2174918621.647043,2174918621.6594434,-0.8884103566215291,-0.8884103566265941
0.23000000000000007,0.06,3203052972.622695,-2834722125.1156793,3203052972.643009,429484023.25768894,2379410779.662574,2379410779.6776643,-0.8850063203221392,-0.8850063203277521
0.23000000000000007,0.062,3501891334.4393473,-3087722171.697625,3501891334.455276,485023099.4214576,2601404991.297801,2601404991.3096337,-0.8817298644642052,-0.8817298644682159
0.23000000000000007,0.064,3808675064.5194626,-3344522720.011127,3808675064.534185,545103834.8997878,2829301476.5001726,2829301476.5111094,-0.8781328581046004,-0.8781328581079948
0.23000000000000007,0.066,4136557144.042555,-3617574096.7614937,4136557144.0645237,612428147.5628073,3072871021.2887554,3072871021.3050756,-0.8745374403813785,-0.8745374403860231
0.23000000000000007,0.068,4465342859.989572,-3886785986.163212,4465342860.010428,683770279.3846691,3317111838.8493967,3317111838.86489,-0.8704339415840813,-0.8704339415881469
0.23000000000000007,0.07,4819395752.903182,-4175727903.620652,4819395752.922316,763558123.7055267,3580122559.2995067,3580122559.3137207,-0.866442209293278,-0.8664422092967179
0.23000000000000007,0.07200000000000001,5182187624.345497,-4467785831.348893,5182187624.363648,850502952.809997,3849625092.3709407,3849625092.384425,-0.8621428159690607,-0.8621428159720805
0.23000000000000007,0.07400000000000001,5567054932.005815,-4775658512.522792,5567054932.0282,945913408.5125266,4135526520.918606,4135526520.9352355,-0.8578428937439845,-0.8578428937474339
0.23000000000000007,0.07600000000000001,5960037466.2451315,-5085222697.661097,5960037466.266207,1048596087.2838145,4427456403.496385,4427456403.512039,-0.8532199212577842,-0.8532199212608013
0.23000000000000007,0.078,6361073522.283255,-5403841537.539703,6361073522.303658,1142380266.174082,4725368902.267561,4725368902.282718,-0.8495172267058951,-0.84951722670862
