r_outer,t,C11,C12,C22,C66,E_eff_x,E_eff_y,nu_eff_xy,nu_eff_yx
0.29000000000000015,0.004,7310211.545979642,-2035461.0994338489,76127696.85015848,91553.25719080234,5430442.862727735,56552003.374403454,-0.02673745802976583,-0.27844079294165985
0.29000000000000015,0.006,27400212.849273752,-6101708.514402726,234838776.5756229,296544.86821360374,20354443.83088908,174451662.59903416,-0.025982542591035218,-0.2226883618739645
0.29000000000000015,0.008,63263365.72568411,-10153772.42527261,516362513.132692,664954.0913952764,46995643.110508196,383583581.1842856,-0.019664038668630753,-0.1605000351909875
0.29000000000000015,0.01,120809060.21237507,-12169456.935017103,925047535.7834228,1267670.849499703,89743873.30062151,687178169.4391142,-0.013155493598186595,-0.10073298239075719
0.29000000000000015,0.012,204187838.66590974,-9302727.19102636,1465124550.2919,2093761.1382305627,151682394.43753296,1088378237.359697,-0.0063494446183247405,-0.045559653561186846
0.29000000000000015,0.014,312288351.60271424,-862195.7794827252,2093879302.4350007,3245195.4961202904,231985632.6191592,1555453196.0945723,-0.00041176956975507903,-0.0027608963800852555
0.29000000000000015,0.016,447783113.9866661,17736171.567222144,2875065485.4632964,4707970.216496705,332638884.67580914,2135762932.058449,0.006168962639946299,0.03960884413285465
